obs,y
201,-4.002770734
202,-1.812234204
203,-3.001990729
204,-1.602022523
205,-1.502369986
206,0.249187822
207,1.559696837
208,-1.31676807
209,-4.593284814
210,-0.486693196
211,-0.842873544
212,-1.000936785
213,-0.692327907
214,-1.067111943
215,-1.699980672
216,-2.276015915
217,-0.436085226
218,-0.440805
219,-0.9080444
220,-1.719412605
221,-1.665988962
222,-1.757849359
223,-4.404037825
224,-2.90099405
225,-1.892032583
226,-1.926093414
227,-0.091663783
228,-0.335274486
229,-0.362352347
230,-0.669152653
231,0.261259852
232,-1.371694938
233,-0.290925594
234,-0.884991764
235,-1.245062032
236,-0.170459926
237,-0.034323117
238,-0.975183058
239,-1.263487914
240,-2.869647234
241,-2.780933033
242,-0.636264231
243,-1.444404436
244,-1.184269663
245,-1.990772559
246,-1.968218308
247,-2.08683628
248,-2.072618071
249,-2.165589213
250,0.181211904
251,-1.148721484
252,-2.130634125
253,-1.245427
254,0.156143465
255,0.998393776
256,0.142952357
257,0.268245128
258,0.25010978
259,-3.57685428
260,-4.99901858
261,-2.813034878
262,-1.58589337
263,-1.873835515
264,-2.727611961
265,-2.767597593
266,-1.07210123
267,-0.911317921
268,-0.75703079
269,0.290155081
270,2.15221229
271,1.239870885
272,-0.796481058
273,-1.738449184
274,-0.923456129
275,-0.980253858
276,0.633743347
277,0.923770361
278,1.463533953
279,0.515849933
280,1.269172945
281,-0.466425458
282,-2.215172305
283,-1.370650962
284,-1.445391743
285,-1.499829184
286,0.842659062
287,1.303432011
288,0.614747945
289,-0.036314027
290,0.52673156
291,1.666623615
292,2.287652194
293,0.419761847
294,-2.332075803
295,-2.843337652
296,-5.850233581
297,-5.294972192
298,-5.540811142
299,-2.284029061
300,-2.68678569
301,0.073056111
302,0.338419561
303,1.140954555
304,0.485623056
305,1.85168598
306,0.351196996
307,0.793045818
308,-0.251666368
309,-2.416263794
310,-4.451628776
311,-4.646397022
312,-4.549037788
313,-4.557683244
314,-5.33395722
315,-3.388897607
316,-1.317051013
317,-2.225548554
318,-4.057516272
319,-4.051766431
320,-3.367029434
321,-3.413064733
322,-0.023481422
323,-1.721250731
324,0.213298703
325,2.066926651
326,2.822372317
327,3.11332483
328,2.451121098
329,0.969994485
330,0.597593329
331,-0.77107411
332,-0.842350406
333,-0.666443772
334,0.186930425
335,0.890201725
336,0.537940925
337,0.967888964
338,0.587225053
339,0.683823346
340,-0.045607452
341,1.479616433
342,0.674842219
343,-0.092358476
344,-0.236164446
345,-0.068570262
346,-0.452699202
347,1.07959607
348,0.979075475
349,0.580268744
350,-0.748274873
351,0.488264595
352,0.367715855
353,-0.461331171
354,-2.984223918
355,2.753005878
356,4.006441635
357,3.398004496
358,4.053010403
359,3.626887179
360,3.478823572
361,3.02421016
362,3.048080171
363,2.853994301
364,2.499799569
365,2.548245266
366,2.968010647
367,2.82553464
368,3.063036081
369,1.515641737
370,-0.272917567
371,1.90684831
372,2.785477756
373,3.824730645
374,3.268882273
375,1.170744513
376,-0.113300988
377,-0.084554543
378,0.044074003
379,-1.283243405
380,-0.775634925
381,1.146453249
382,2.709122299
383,3.730416494
384,3.8059948
385,0.395656516
386,3.223332773
387,-0.724874433
388,0.759783929
389,-1.17698455
390,-0.998403931
391,0.114813772
392,1.250842946
393,0.67896183
394,1.556981259
395,1.505961763
396,0.013092606
397,-0.799821164
398,0.162104595
399,-0.754599148
400,-0.154424516
401,-0.064989549
402,-0.540293008
403,-1.420347827
404,1.004896431
405,0.847978333
406,0.728601665
407,0.477133686
408,0.68338644
409,1.415734075
410,1.366927238
411,1.365434486
412,0.388077226
413,-1.311399913
414,-0.005921347
415,-0.706252279
416,-1.007618787
417,-1.166710617
418,0.62911389
419,1.440679762
420,1.19663246
421,0.517216606
422,-0.623295964
423,0.801262319
424,0.338422395
425,-0.52732272
426,-0.400713396
427,-0.989159512
428,-0.628275698
429,0.014775365
430,0.522756342
431,0.514284989
432,-0.18474632
433,-0.735922425
434,-2.044347993
435,-2.036101853
436,-1.108483424
437,-1.08481127
438,-0.461283845
439,-0.560413511
440,-1.788543831
441,-0.01897631
442,-1.313204992
443,2.173203149
444,0.296828784
445,0.07426092
446,0.624377174
447,1.63274181
448,1.51651042
449,1.672933329
450,2.158040973
451,2.657409957
452,4.152011182
453,3.755323106
454,1.503064936
455,-0.890200251
456,-4.529830324
457,-6.954195857
458,-3.322729147
459,-0.834089688
460,1.922973353
461,1.526162067
462,2.560628339
463,-0.347481162
464,-1.148571571
465,-1.828288979
466,-0.774491971
467,-2.925814802
468,-3.530689394
469,-2.043169455
470,-0.824906536
471,-0.120005404
472,-1.095388685
473,-0.865280138
474,-1.018576845
475,-1.197579798
476,-0.672268527
477,-1.766925328
478,-1.353313298
479,-0.511042664
480,-2.342587341
481,-1.423737313
482,-1.588878162
483,-1.800531029
484,-1.599600905
485,-1.232075779
486,-1.104058552
487,-2.276761301
488,-2.189642122
489,-2.012582863
490,-1.485943794
491,-2.019153095
492,-3.813536499
493,-2.357540578
494,-1.03937148
495,-1.619361787
496,1.817966706
497,3.103715905
498,1.882046746
499,1.535037563
500,0.938533408
501,0.101577835
502,-0.545231167
503,0.336435042
504,0.567758065
505,0.007316916
506,-0.567857801
507,-4.065753205
508,1.451757528
509,6.975046323
510,3.928438663
511,3.861680427
512,1.834317505
513,1.802211408
514,0.273601166
515,0.373398688
516,0.559740417
517,3.042630564
518,1.810035569
519,0.627568846
520,-1.387136152
521,1.547227067
522,0.950304682
523,0.929271702
524,-0.092408491
525,-0.647434373
526,-2.703947277
527,-1.130205502
528,-0.674569679
529,0.479674802
530,0.288057529
531,-0.792277236
532,-0.047988722
533,-0.665849888
534,-0.286797634
535,-0.162660144
536,1.13544451
537,1.390125683
538,0.694775617
539,1.233155024
540,1.800391375
541,0.212273387
542,1.830607706
543,2.430983062
544,2.033745907
545,0.499268884
546,-1.674577615
547,-2.927826855
548,-2.148491011
549,-1.548427282
550,-1.914652906
551,-2.360861334
552,-2.274906002
553,-1.753673137
554,-0.643635922
555,-3.283797335
556,-5.027788032
557,-6.102294902
558,-6.292187235
559,-5.961419198
560,-2.939625625
561,-2.98956751
562,-1.842052009
563,-0.525135584
564,1.826707315
565,5.86864164
566,5.045116385
567,4.197665561
568,4.312274884
569,3.784867157
570,1.21524668
571,2.313314774
572,0.163895198
573,0.844994855
574,0.366771305
575,0.442333092
576,-0.672773344
577,-1.724470043
578,-1.367339181
579,-0.503314719
580,-1.204226004
581,-2.996646263
582,-6.696605542
583,-6.045914431
584,-3.026127734
585,-4.236381489
586,-0.627313748
587,0.183092467
588,-1.264034866
589,-2.928542082
590,-0.45904152
591,0.181625567
592,0.779414816
593,-0.006719983
594,-0.437224647
595,0.667914505
596,-1.356052534
597,-1.470164003
598,-1.912397635
599,-1.365265894
600,1.021299012
601,0.636380018
602,2.721508564
603,0.134003609
604,1.267247156
605,0.12749004
606,-0.684551328
607,-2.645894943
608,-3.896082761
609,-2.523211714
610,-1.178401049
611,-1.411954399
612,0.414660233
613,-1.351352493
614,-2.092100024
615,-1.335942697
616,-0.803107503
617,0.677722649
618,-0.186619193
619,-0.569855121
620,-1.760461516
621,-3.16966269
622,-2.148533136
623,-1.785184935
624,-2.363519003
625,-3.075085701
626,-1.577041147
627,-1.987554732
628,-1.179038076
629,-2.627232984
630,-3.086142418
631,-0.793056036
632,-0.155266854
633,-0.663597033
634,-2.126025923
635,-0.720655949
636,-0.602250325
637,-2.110209555
638,1.860844254
639,3.874239898
640,2.312683886
641,5.28861783
642,5.255855095
643,3.586287692
644,1.713024023
645,-0.627187734
646,1.261269436
647,1.494858753
648,2.01467444
649,0.321956461
650,-1.024727404
651,2.066974114
652,3.047764525
653,1.91766277
654,0.797399133
655,0.080625878
656,0.800373706
657,1.400287276
658,-0.124842125
659,-0.34702635
660,-2.165945785
661,-1.334436247
662,-2.143732893
663,-2.103881263
664,-2.531384167
665,-1.464184342
666,0.675080521
667,0.938663514
668,0.618735768
669,1.252393108
670,2.181801834
671,1.109897146
672,-0.087907155
673,-0.343559541
674,-0.521650273
675,-0.761199852
676,-1.762921084
677,0.337466974
678,-0.994798425
679,-1.680840714
680,-1.523013663
681,-0.150658497
682,-2.866878898
683,-3.243407272
684,-2.294933105
685,-2.411134308
686,-2.642470466
687,-2.151370061
688,-0.563685025
689,0.349066153
690,0.585736641
691,0.279931953
692,0.382035677
693,-0.927796299
694,0.506739551
695,1.600614062
696,1.440151698
697,1.628377132
698,2.190784122
699,1.112084514
700,1.919020945
701,2.148820924
702,2.196724847
703,2.49270783
704,3.815400978
705,0.110888586
706,3.265079792
707,0.7559579
708,-0.662989537
709,-1.388031088
710,-1.838000674
711,-2.998189569
712,-1.100985994
713,-1.136714524
714,-2.305827458
715,-1.495731634
716,-2.330336392
717,-0.584994175
718,-0.5865224
719,0.360774088
720,-0.981802438
721,-2.020066422
722,-2.479877501
723,-2.964579192
724,-2.156792992
725,-2.186318889
726,-2.16792595
727,-2.522231033
728,-2.435302228
729,-1.716512199
730,-2.414516517
731,-1.524350691
732,-0.090351488
733,0.471070635
734,0.570335424
735,-0.567201112
736,-2.175912897
737,-3.425618149
738,-3.840036655
739,-4.176629554
740,-2.791583223
741,-2.353833804
742,-0.843964612
743,-1.302359888
744,-3.51631316
745,-2.540996002
746,-3.725233275
747,-4.133988491
748,-3.888061111
749,-2.483048187
750,-0.759185062
751,-1.150236318
752,-2.010516626
753,-2.180951016
754,-2.365450596
755,-2.807924551
756,-3.209538785
757,-3.906226594
758,-4.162793192
759,-3.657535267
760,-1.172517047
761,-1.673023979
762,-0.970311109
763,-2.032999317
764,-1.655523272
765,-2.688015843
766,-3.27752943
767,-2.157830595
768,-1.695166506
769,-2.393575198
770,-2.137089361
771,-2.340976992
772,-1.945779063
773,-0.06673459
774,-2.259084157
775,-4.898193982
776,-3.675950223
777,-4.50661908
778,-3.762008925
779,-1.363473129
780,1.230545077
781,0.321880076
782,-0.355745471
783,-0.9512591
784,0.452523336
785,-0.348362054
786,0.91075865
787,1.014412905
788,-1.538914066
789,3.879047788
790,1.967623642
791,-1.112274326
792,0.108700035
793,0.769092009
794,-0.816777564
795,0.285103989
796,-0.781524957
797,0.115403847
798,-0.579902774
799,-0.810137103
800,-2.383358368
801,-1.171365231
802,-0.7644455
803,-1.270814329
804,-1.828562483
805,-2.550478869
806,-1.08694375
807,-3.817570449
808,2.716364768
809,2.348959434
810,2.716053681
811,0.3389703
812,-1.612934073
813,0.052195482
814,-2.284114381
815,-4.367513076
816,-2.185077355
817,-1.293464547
818,-0.46267313
819,0.450119193
820,-1.19453194
821,-2.643361464
822,-4.57186361
823,-2.371892111
824,-0.478000569
825,-0.823468996
826,-1.88681864
827,-2.458556748
828,-2.762740552
829,-2.667570454
830,-2.790637393
831,-2.060985342
832,-0.352965526
833,-0.568786623
834,-0.153738623
835,-0.54646844
836,0.396539416
837,-0.457238556
838,-0.110224223
839,0.569806857
840,0.767120755
841,-0.043340151
842,2.16446304
843,3.731898216
844,2.407742338
845,5.337462373
846,5.178178002
847,3.827511641
848,2.312509589
849,2.182891837
850,1.767082053
851,2.048246297
852,1.312477757
853,2.005504444
854,1.581821827
855,2.207100443
856,1.085894927
857,1.5648434
858,-2.526979332
859,-2.862051475
860,-1.247460264
861,-2.876748968
862,-0.123866614
863,-3.658464693
864,-3.539701342
865,-3.867607242
866,-2.137538884
867,-1.862838828
868,-2.16525884
869,-2.934117813
870,-1.862976638
871,-1.216565748
872,1.212910815
873,2.526511121
874,3.951937548
875,3.911387676
876,2.300272998
877,2.528227903
878,1.510529749
879,0.704767742
880,-1.052110616
881,-0.506622907
882,0.7016297
883,0.465159424
884,-1.131746637
885,-0.300103945
886,-1.608310312
887,-0.471825302
888,-0.693783235
889,-1.052085372
890,-2.445092637
891,-5.707754922
892,-8.383252043
893,-0.582273158
894,0.151863831
895,0.053991808
896,-0.157058546
897,-0.919673437
898,0.70892088
899,0.104002592
900,-0.968875718
901,-0.272485688
902,0.446664277
903,0.051317297
904,0.031049686
905,-0.152239264
906,0.604366747
907,-1.451353695
908,-0.910307149
909,-0.858425149
910,0.398926236
911,-1.368980243
912,-2.086994326
913,-0.492371486
914,0.352216736
915,1.765649738
916,3.752068143
917,2.68026017
918,3.077908767
919,2.669897248
920,1.645877479
921,1.304825858
922,2.884827777
923,4.364889982
924,2.752654372
925,2.54098038
926,3.315129925
927,2.488235289
928,2.159000871
929,0.869911327
930,0.469818283
931,1.154153872
932,0.229223671
933,-0.963777353
934,-2.280545654
935,-4.091740165
936,-2.589000219
937,-0.995752837
938,-2.271054416
939,-3.120388571
940,-0.891505493
941,-1.988153526
942,-0.597338248
943,-2.412493109
944,0.718273675
945,1.317718253
946,2.661178306
947,2.835409045
948,4.033827589
949,3.195271666
950,2.022914065
951,1.227502399
952,-0.535756941
953,-2.390380462
954,1.21228322
955,1.120334297
956,1.530945545
957,0.755779939
958,1.883371436
959,0.578896517
960,0.413583555
961,-2.228579777
962,-1.804593968
963,-3.176179964
964,0.777510776
965,4.039682021
966,-1.309039203
967,-0.656984985
968,-1.721299692
969,0.836091233
970,2.909496658
971,2.732167182
972,1.961904013
973,0.499595273
974,0.815989235
975,-0.011390611
976,-0.04780054
977,0.813835604
978,0.815942292
979,1.023163943
980,0.418244605
981,1.551269244
982,3.460584975
983,5.239138216
984,5.496187666
985,1.492257737
986,2.376118163
987,0.450051306
988,-1.099369014
989,0.769630858
990,-0.043567308
991,-0.571673341
992,-0.257426668
993,0.480845245
994,0.868298569
995,2.895974815
996,2.144492381
997,0.549711236
998,-0.940219807
999,0.496893306
1000,1.813730759
1001,1.681772431
1002,2.361429527
1003,0.278498357
1004,3.342354738
1005,-1.232807122
1006,-2.462986062
1007,-2.884325775
1008,-0.809391868
1009,0.760220899
1010,0.200995904
1011,0.451006089
1012,0.09216023
1013,-1.033238657
1014,-1.134202422
1015,-0.498533899
1016,-0.980828443
1017,1.557523229
1018,2.807646715
1019,2.06361252
1020,1.944382072
1021,2.016686998
1022,2.125647711
1023,2.074730163
1024,0.944476441
1025,-1.544507476
1026,-0.626030711
1027,1.954247418
1028,2.025773624
1029,1.344867659
1030,0.773375756
1031,0.551251902
1032,0.200457562
1033,1.674239398
1034,1.380206231
1035,1.908332921
1036,3.51000254
1037,1.118274288
1038,-0.569148812
1039,2.12709415
1040,0.938109125
1041,2.112965721
1042,2.499068331
1043,1.989081766
1044,1.948401595
1045,0.381774793
1046,-0.57919156
1047,-0.343533303
1048,-1.011276173
1049,0.94702732
1050,3.928592444
1051,6.312587633
1052,3.320035389
1053,3.223937847
1054,2.646514916
1055,3.751898985
1056,1.934514358
1057,-0.1708872
1058,-2.276319407
1059,0.738161926
1060,1.097138814
1061,1.442951573
1062,0.960811086
1063,3.027446881
1064,0.079953248
1065,-0.395837639
1066,0.527280827
1067,-0.176918807
1068,-0.481915591
1069,-2.178179616
1070,-1.891246774
1071,-3.055028417
1072,-2.053737724
1073,-1.827443241
1074,-0.3741642
1075,-1.414258389
1076,-1.727418564
1077,-1.827707814
1078,-4.088116784
1079,-2.93392003
1080,-0.69217889
1081,0.242881205
1082,0.624619826
1083,0.508385383
1084,1.05105516
1085,-1.00910641
1086,-2.855955927
1087,-1.99274338
1088,-1.481468501
1089,-2.691845603
1090,-1.107611366
1091,-1.034509626
1092,-2.026373055
1093,-3.501627406
1094,-2.278610715
1095,-1.189241373
1096,-1.398438287
1097,-1.293718247
1098,-2.408584535
1099,-1.1109922
1100,-2.456678696
1101,-0.348820972
1102,0.361951579
1103,1.228665632
1104,1.170545181
1105,1.390439016
1106,0.637896668
1107,1.310071982
1108,1.184754312
1109,2.363029932
1110,-3.288834053
1111,0.010552811
1112,0.78147948
1113,0.740249385
1114,0.595481945
1115,-0.489372249
1116,-1.248617683
1117,1.060291122
1118,3.364238028
1119,3.234122792
1120,2.434824271
1121,1.512191593
1122,2.67574053
1123,2.805750743
1124,0.901928546
1125,-1.89851828
1126,-0.40261329
1127,0.288115463
1128,1.528040901
1129,-0.818553673
1130,-1.700387647
1131,-0.460797085
1132,1.47272845
1133,3.308264479
1134,2.55222768
1135,2.946822976
1136,2.385174971
1137,2.582055969
1138,2.038328861
1139,2.925368598
1140,1.894551607
1141,2.881954239
1142,2.714071616
1143,2.851909919
1144,1.753372647
1145,1.581153785
1146,1.040818467
1147,0.182848074
1148,0.568603635
1149,-0.206864864
1150,0.110067031
1151,0.050534481
1152,0.202094065
1153,0.929062833
1154,1.240928584
1155,1.276833838
1156,1.058121166
1157,0.233200522
1158,0.243282715
1159,-0.565919338
1160,0.359250518
1161,-0.919782999
1162,-2.065431549
1163,-2.310559911
1164,-1.886029546
1165,-0.354038787
1166,0.474482286
1167,1.704987254
1168,0.510423803
1169,1.390055271
1170,1.434725698
1171,-1.360479762
1172,-0.949657019
1173,-0.852971542
1174,-0.515367382
1175,0.244649539
1176,2.425234973
1177,0.450594383
1178,0.374867559
1179,0.18791464
1180,-0.807525112
1181,-2.12824897
1182,-0.357789373
1183,-1.102316456
1184,-3.113193009
1185,0.211193095
1186,0.705546781
1187,0.066669261
1188,1.164395829
1189,-1.046516366
1190,-2.992955058
1191,-1.660466915
1192,-1.187539803
1193,-1.973049401
1194,-2.139878061
1195,-2.130963968
1196,-1.197724294
1197,-0.828156901
1198,-0.723262895
1199,-0.183331104
1200,0.987779081
1201,0.214704915
1202,0.651187301
1203,1.293462691
1204,1.077038566
1205,-0.089684211
1206,-0.209274456
1207,0.69839857
1208,-0.524854172
1209,-0.872834563
1210,-1.388650573
1211,-3.011852618
1212,-1.242329665
1213,-1.080409524
1214,-0.782201929
1215,-1.086732902
1216,-1.42144384
1217,-0.903291062
1218,-0.365225932
1219,0.186376237
1220,-1.527416466
1221,-3.001826449
1222,-2.583966509
1223,-2.019363673
1224,-1.898697525
1225,-2.182674904
1226,-2.170629971
1227,-1.544939
1228,-1.613574629
1229,-2.014844705
1230,-1.207307131
1231,-1.292743672
1232,-0.731942789
1233,1.460456808
1234,0.571963258
1235,-0.125307411
1236,1.614932742
1237,3.248008609
1238,3.122890022
1239,-0.344219664
1240,-2.737140082
1241,-5.169182801
1242,0.179109417
1243,0.779233221
1244,3.161379885
1245,2.425664321
1246,1.746540445
1247,1.703546302
1248,1.263670319
1249,0.944445085
1250,0.532679592
1251,0.878902632
1252,2.47214669
1253,2.878318165
1254,4.253872706
1255,3.296971336
1256,1.742193251
1257,0.678264489
1258,0.624021639
1259,0.609943375
1260,1.129802079
1261,0.900032338
1262,-0.052924677
1263,0.302194849
1264,0.037827945
1265,-0.642290055
1266,0.375950333
1267,1.967462128
1268,-1.293721209
1269,-3.506392706
1270,-0.795488477
1271,0.748448916
1272,-1.873429179
1273,-2.773965059
1274,-0.742803985
1275,-3.521703881
1276,-2.475743337
1277,-1.373942436
1278,-0.7182734
1279,-0.069693217
1280,0.505375465
1281,1.365847305
1282,2.047596452
1283,1.498698857
1284,1.180569239
1285,2.325787652
1286,2.057672426
1287,2.562932112
1288,1.090779176
1289,2.399978565
1290,2.276499889
1291,2.108457205
1292,1.908037555
1293,2.773736348
1294,1.066451933
1295,1.328761253
1296,0.647990707
1297,1.785872497
1298,2.597210936
1299,3.104660688
1300,1.806094877
1301,2.501040572
1302,0.246444683
1303,0.470498586
1304,-0.038844597
1305,0.385115224
1306,1.484229534
1307,0.565032336
1308,0.096390444
1309,-0.169964376
1310,-0.621668
1311,0.248696485
1312,0.101920562
1313,-0.298714644
1314,1.672717891
1315,1.147988218
1316,1.798456029
1317,1.259854125
1318,1.710563896
1319,1.019162039
1320,1.071495129
1321,0.797662242
1322,1.584533803
1323,-1.139260928
1324,-1.110023075
1325,-0.391631948
1326,-0.12654291
1327,-0.631876425
1328,-0.490391227
1329,-1.035504343
1330,0.506170829
1331,0.880316404
1332,0.915175998
1333,-0.022579299
1334,3.869364076
1335,5.295173864
1336,3.965720764
1337,4.739943903
1338,2.734040381
1339,3.39746716
1340,3.77239464
1341,3.231359753
1342,1.188969054
1343,0.807684041
1344,1.309957696
1345,2.74395229
1346,0.674539438
1347,1.585292468
1348,0.758937688
1349,1.620925243
1350,-0.875012359
1351,-2.22983011
1352,-2.285216972
1353,-0.581683527
1354,-1.103002734
1355,-2.341397855
1356,-0.239044645
1357,0.270982548
1358,-1.410877173
1359,-0.826340347
1360,0.165194166
1361,0.293898766
1362,0.87700487
1363,1.01214818
1364,0.93417352
1365,0.141673419
1366,0.272311074
1367,1.782006211
1368,3.844002347
1369,2.043026999
1370,0.558164378
1371,-1.374679263
1372,-0.752601355
1373,0.042533304
1374,-1.717096577
1375,-0.662847344
1376,0.472888353
1377,-0.564863187
1378,-0.902878786
1379,-0.417945718
1380,1.014987493
1381,1.596276772
1382,0.600238046
1383,1.736697176
1384,3.046854033
1385,2.740871049
1386,2.73715906
1387,4.612055519
1388,4.495931346
1389,3.162514846
1390,1.023220801
1391,-2.111519199
1392,1.547114014
1393,0.451495113
1394,0.796293708
1395,1.520523872
1396,0.568777266
1397,-0.76987665
1398,-1.99298063
1399,-0.727304922
1400,0.030732446
1401,-0.900671442
1402,-2.230977909
1403,-2.614894388
1404,-2.758573637
1405,-2.169717058
1406,-2.521858298
1407,-2.885836999
1408,-0.032538521
1409,2.038538444
1410,1.724997413
1411,1.782048352
1412,1.715991475
1413,0.26312015
1414,-0.465287741
1415,-0.402419997
1416,0.842080308
1417,2.505933465
1418,1.024494829
1419,-0.908575522
1420,-1.654862655
1421,-0.528163998
1422,-1.281737469
1423,0.594139128
1424,0.366787454
1425,-0.163654002
1426,-1.790105114
1427,-1.426667676
1428,-0.264917112
1429,-0.686977964
1430,-0.452212526
1431,-2.77835425
1432,-2.839916158
1433,-2.596119098
1434,-2.813517017
1435,-1.108919621
1436,-0.814165693
1437,0.176028735
1438,2.531293369
1439,2.970779642
1440,2.446675834
1441,2.075138556
1442,2.45255356
1443,1.891434
1444,0.782655285
1445,0.344654137
1446,-1.085889187
1447,-0.776733643
1448,0.132242485
1449,-0.645750283
1450,0.146857804
1451,2.264521975
1452,2.867401923
1453,3.249432502
1454,1.948564271
1455,2.923799744
1456,1.472249446
1457,1.346391912
1458,1.897091531
1459,2.939228773
1460,2.31432591
1461,2.492738004
1462,1.46814363
1463,0.842099847
1464,0.507617604
1465,-1.397033985
1466,-0.534362451
1467,0.037972976
1468,0.484531859
1469,-1.758235187
1470,-2.346149192
1471,-2.39259363
1472,-2.985445452
1473,-1.185447901
1474,0.183782084
1475,-4.008781482
1476,-3.578812546
1477,-2.800693886
1478,-3.544309725
1479,-2.961769596
1480,-1.927016964
1481,-1.233119435
1482,-0.784812581
1483,-0.8287731
1484,0.320169795
1485,-0.58806132
1486,-0.520479465
1487,-1.856321362
1488,-0.864732201
1489,-2.425874207
1490,-5.568851737
1491,-6.360457608
1492,-3.65165656
1493,-5.295141653
1494,-1.841685739
1495,1.405317022
1496,1.899701026
1497,1.240128358
1498,1.561316919
1499,1.379422685
1500,0.60099577
1501,2.166780386
1502,1.510097635
1503,0.618100125
1504,0.456387248
1505,-0.281174933
1506,-0.932928521
1507,-0.568454864
1508,0.294048915
1509,0.417034365
1510,2.137822564
1511,3.685454456
1512,3.743071781
1513,1.311530215
1514,1.168589588
1515,0.513900923
1516,-0.240698246
1517,-0.210698351
1518,-0.208169474
1519,-0.785671024
1520,0.125706089
1521,0.917795856
1522,0.250228665
1523,1.81907822
1524,-0.399898034
1525,-0.394553927
1526,-0.877280468
1527,-1.197567705
1528,-2.802367835
1529,-1.287410546
1530,-2.784390659
1531,-2.221164075
1532,-2.228820448
1533,-1.002262461
1534,0.738413987
1535,3.439501603
1536,1.700172925
1537,-0.230126949
1538,0.655430068
1539,1.261061284
1540,0.727174062
1541,0.092686664
1542,-0.17579912
1543,-1.350094526
1544,-1.147749011
1545,-1.73898247
1546,-3.387386982
1547,-2.394254669
1548,-1.937489923
1549,-1.032747499
1550,-0.87682595
1551,-0.489851749
1552,-1.04268703
1553,0.046724971
1554,0.057073096
1555,0.896338006
1556,1.417011872
1557,-0.434110521
1558,2.669450018
1559,2.061629569
1560,1.234234444
1561,3.099735907
1562,0.317722077
1563,-1.097292787
1564,-2.158976256
1565,-1.395450649
1566,-2.839422744
1567,-2.955441438
1568,-5.399942109
1569,-7.368773687
1570,-9.940746308
1571,-5.050779602
1572,-3.919240358
1573,-2.0233505
1574,0.22161225
1575,-0.013316352
1576,-0.550324065
