Date,nyse
533,-0.00097
534,0.00205
535,-0.00935
536,0.00204
537,0.00211
538,0.00795
539,-0.00492
540,-0.01296
541,-0.00129
542,-0.00431
543,-0.00502
544,0.01071
545,0.00542
546,0.00532
547,0.00293
548,0.00802
549,-0.00365
550,0.0111
551,-0.00213
552,0.00851
553,-0.00569
554,0.00206
555,-0.00681
556,0.00254
557,0.00251
558,0.009
559,0.00441
560,-0.00507
561,-0.00451
562,-0.0118
563,0.00422
564,0.00154
565,0.00888
566,0.00252
567,-0.00307
568,-0.00183
569,-0.00371
570,0.01317
571,-0.00626
572,-0.00058
573,-0.00181
574,0.00279
575,0.00138
576,-0.00039
577,0.00713
578,0.001
579,-0.00024
580,-0.01045
581,-0.00746
582,-0.00868
583,-0.0107
584,-0.00235
585,0.00476
586,0.00217
587,-0.01078
588,0.0045
589,0.00437
590,0.00607
591,0.00352
592,0.00809
593,0.00593
594,0.00427
595,0.00172
596,0.00415
597,0.02134
598,0.00787
599,-0.00126
600,-0.001
601,0.00189
602,0.00027
603,0.00934
604,0.00154
605,0.00147
606,-0.00123
607,-0.00892
608,0.01464
609,0.00103
610,0.00131
611,0.00539
612,0.01158
613,-0.00145
614,-0.00376
615,-0.00468
616,-0.01082
617,0.00698
618,0.0114
619,-0.00316
620,-0.00507
621,-0.00086
622,-0.01429
623,0.00367
624,0.00121
625,0.00307
626,-0.01112
627,-0.00805
628,-0.00101
629,0.00724
630,0.00666
631,0.00173
632,0.00389
633,0.00226
634,-0.01055
635,0.00682
636,0.00233
637,-0.00688
638,0.01133
639,0.01105
640,0.00487
641,0.00427
642,-0.00322
643,-0.00852
644,0.00253
645,-0.00827
646,-0.01734
647,0.0009
648,0.00348
649,-0.00246
650,-0.00625
651,0.00454
652,0.00221
653,-0.00088
654,-0.01056
655,-0.01673
656,-0.03071
657,0.00163
658,0.01064
659,0.00508
660,-0.01096
661,0.00818
662,0.00207
663,0.00287
664,-0.02053
665,-0.01363
666,0.00087
667,-0.01897
668,-0.01529
669,-0.03045
670,0.01347
671,0.03002
672,0.00049
673,0.00862
674,-0.0142
675,0.01007
676,0.00078
677,0.00431
678,-0.00996
679,0.00832
680,-0.00429
681,-0.00113
682,0.0031
683,-0.01011
684,-0.00588
685,0.00257
686,0.00206
687,-0.0056
688,-0.01507
689,-0.00103
690,-0.02003
691,0.01035
692,-0.0099
693,-0.01286
694,0.01515
695,0.02648
696,0.00222
697,-0.01013
698,0.00254
699,-0.00379
700,0.00588
701,-0.0244
702,-0.01494
703,-0.01639
704,0.01338
705,0.00907
706,-0.01344
707,-0.00018
708,0.02188
709,0.01853
710,0.00788
711,-0.00524
712,0.00031
713,-0.00615
714,-0.01629
715,-0.00874
716,0.00535
717,0.00057
718,0.00888
719,0.01505
720,0.00933
721,-0.00745
722,-0.01591
723,0.00492
724,0.018
725,0.01748
726,-0.00398
727,0.00754
728,-0.00881
729,0.00085
730,0.00603
731,-0.01025
732,0.00109
733,-0.00241
734,0.00359
735,0.00575
736,0.0003
737,-0.00442
738,0.01679
739,0.00682
740,0.00742
741,0.0107
742,-0.00227
743,-0.00352
744,0.00272
745,-0.00542
746,0.00963
747,-0.00106
748,-0.00748
749,-0.00319
750,0.01166
751,0.00063
752,0.00036
753,0.00304
754,-0.00374
755,0.00299
756,-0.00605
757,0.00037
758,0.00446
759,-0.00951
760,-0.01188
761,-0.00244
762,-0.01632
763,-0.00264
764,-0.00981
765,0.00929
766,0.00105
767,-0.00872
768,0.00295
769,0.00809
770,0.0342
771,0.00994
772,-0.00172
773,-0.00657
774,0.00514
775,0.01402
776,0.0038
777,0.00083
778,-0.00004
779,0.0145
780,0.00895
781,-0.0009
782,0.01557
783,0.00934
784,0.01807
785,-0.00295
786,0.00697
787,0.02457
788,-0.00631
789,0.00892
790,-0.01175
791,0.01215
792,0.00117
793,-0.01057
794,-0.00038
795,0.00177
796,0.0044
797,-0.01106
798,0.0123
799,-0.00005
800,0.00853
801,-0.0005
802,0.01805
803,-0.00137
804,-0.00035
805,-0.00204
806,-0.00429
807,-0.00764
808,0.0105
809,-0.00168
810,-0.00174
811,-0.00293
812,-0.01316
813,0.00321
814,-0.00253
815,0.00201
816,0.00627
817,0.01562
818,-0.00107
819,-0.00051
820,-0.00867
821,0.01938
822,0.00012
823,0.00276
824,-0.00986
825,0.00692
826,-0.01084
827,-0.00155
828,0.01075
829,0.00627
830,0.00253
831,0.01485
832,0.00757
833,-0.00447
834,-0.00985
835,-0.00876
836,0.00174
837,0.0027
838,-0.00785
839,-0.00114
840,-0.01263
841,0.00364
842,0.01305
843,0.00113
844,0.00057
845,-0.00161
846,-0.00584
847,0.00236
848,0.01177
849,-0.01697
850,0.00217
851,-0.01217
852,-0.00815
853,0.00956
854,-0.00009
855,0.00018
856,0.00762
857,0.00169
858,-0.00228
859,0.00639
860,0.01099
861,0.00239
862,0.01031
863,0.00741
864,-0.00334
865,-0.00048
866,-0.00558
867,-0.00313
868,-0.00934
869,-0.0018
870,0.00502
871,-0.01047
872,0.00255
873,0.01094
874,-0.00423
875,-0.00343
876,-0.00885
877,0.00013
878,0.00487
879,-0.01592
880,-0.00134
881,0.00164
882,0.00688
883,-0.0069
884,0.01662
885,-0.00046
886,-0.0094
887,0.00221
888,0.00785
889,-0.00226
890,-0.00068
891,0.00313
892,0.00741
893,0.00602
894,-0.00125
895,-0.00019
896,0.00934
897,-0.0024
898,-0.00326
899,-0.00826
900,-0.00236
901,0.00539
902,0.00034
903,0.00534
904,0.00861
905,0.00347
906,-0.00164
907,0.00058
908,-0.00459
909,0.01328
910,0.00062
911,-0.00218
912,-0.00425
913,0.0018
914,0.00389
915,0.00179
916,-0.001
917,-0.00831
918,-0.02236
919,0.00692
920,0.02675
921,0.00234
922,0.00635
923,-0.00039
924,-0.00116
925,0.00856
926,-0.00004
927,-0.00165
928,-0.00728
929,-0.00533
930,-0.00258
931,0.00013
932,-0.00144
933,-0.00971
934,0.00118
935,0.0058
936,-0.00882
937,0.00529
938,-0.00031
939,0.00311
940,0.00247
941,0.00125
942,-0.00432
943,0.00462
944,-0.00214
945,-0.00006
946,-0.00116
947,0.00576
948,0.00275
949,-0.00221
950,-0.00857
951,-0.00659
952,-0.00522
953,0.00281
954,-0.0088
955,0.00779
956,0.00258
957,0.01189
958,0.01132
959,0.00567
960,-0.00141
961,0.00134
962,-0.00592
963,-0.00462
964,-0.00029
965,-0.00703
966,-0.00233
967,0.01214
968,0.00537
969,0.0041
970,0.00074
971,-0.00259
972,-0.00235
973,-0.00311
974,0.00298
975,0.00892
976,-0.00059
977,0.00111
978,0.00881
979,0.00158
980,-0.00079
981,-0.03292
982,0.00522
983,-0.01461
984,-0.00235
985,0.00364
986,-0.00962
987,-0.00237
988,0.00584
989,-0.0025
990,-0.00205
991,0.01384
992,0.00019
993,-0.00209
994,-0.00556
995,0.00371
996,-0.00197
997,-0.00099
998,-0.00144
999,0.00913
1000,0.00669
1001,0.0009
1002,-0.00453
1003,0.00144
1004,-0.00289
1005,0.01102
1006,0.02365
1007,0.00778
1008,0.01346
1009,0.00511
1010,0.01974
1011,0.00512
1012,-0.0008
1013,0.00466
1014,-0.00125
1015,-0.00079
1016,0.00253
1017,0.00036
1018,-0.00596
1019,-0.0017
1020,0.01301
1021,0.00209
1022,-0.00551
1023,0.00151
1024,-0.00526
1025,-0.00903
1026,0.01164
1027,-0.00549
1028,0.00116
1029,-0.00072
1030,0.00011
1031,-0.0102
1032,0.00359
1033,-0.00549
1034,0.00237
1035,0.00959
1036,0.00109
1037,0.00041
1038,-0.00567
1039,0.00597
1040,0.00057
1041,0.00711
1042,-0.00791
1043,-0.00177
1044,-0.01084
1045,0.00129
1046,0.01194
1047,-0.0053
1048,0.00087
1049,-0.00394
1050,0.01078
1051,-0.00162
1052,-0.00268
1053,0.00062
1054,0.0011
1055,-0.0073
1056,-0.00761
1057,-0.00468
1058,0.00182
1059,0.00418
1060,-0.00665
1061,-0.00102
1062,0.00431
1063,0.00066
1064,0.00708
1065,-0.00006
1066,0.00179
1067,0.00258
1068,-0.0025
1069,-0.0021
1070,-0.0017
1071,0.00002
1072,-0.00929
1073,-0.00137
1074,0.00126
1075,0.00087
1076,-0.00889
1077,0.00161
1078,0.00882
1079,-0.01663
1080,-0.00963
1081,0.01496
1082,0.00936
1083,0.00432
1084,0.01393
1085,0.00788
1086,-0.00087
1087,-0.01291
1088,-0.00054
1089,-0.00101
1090,0.00314
1091,-0.00446
1092,-0.00081
1093,0.001
1094,0.00616
1095,0.00775
1096,-0.00459
1097,0.0101
1098,0.0009
1099,0.00028
1100,-0.00119
1101,0.0003
1102,0.00579
1103,-0.00435
1104,0.00001
1105,-0.00725
1106,-0.0061
1107,0.00551
1108,0.00776
1109,-0.00126
1110,-0.00667
1111,0.00312
1112,-0.00623
1113,0.00159
1114,0.00918
1115,-0.00119
1116,0.00444
1117,-0.00679
1118,0.00172
1119,-0.00317
1120,-0.00007
1121,-0.00053
1122,-0.00712
1123,-0.007
1124,0.00345
1125,0.00227
1126,0.00034
1127,-0.0037
1128,-0.01446
1129,-0.00369
1130,0.00572
1131,-0.00147
1132,0.00241
1133,-0.00074
1134,-0.00097
1135,0.00095
1136,0.01212
1137,0.00051
1138,0.01014
1139,-0.00129
1140,0.00484
1141,-0.00997
1142,0.00179
1143,0.00894
1144,0.00159
1145,0.0012
1146,0.00601
1147,-0.0009
1148,0.00088
1149,-0.00426
1150,-0.00428
1151,0.00019
1152,-0.00617
1153,0.00245
1154,-0.00058
1155,0.00077
1156,0.01312
1157,0.01047
1158,0.00392
1159,0.0015
1160,0.00221
1161,-0.00099
1162,-0.00463
1163,-0.00322
1164,-0.00259
1165,0.00056
1166,-0.00108
1167,-0.00335
1168,0.00037
1169,0.00514
1170,0.00252
1171,0.00143
1172,-0.00625
1173,-0.0005
1174,-0.00708
1175,-0.01044
1176,0.00097
1177,0.00431
1178,0.00144
1179,0.00275
1180,-0.00106
1181,0.00439
1182,0.00466
1183,0.00059
1184,-0.0018
1185,-0.00587
1186,0.00366
1187,0.00767
1188,-0.00037
1189,0.01305
1190,-0.01083
1191,-0.00047
1192,-0.00011
1193,0.00568
1194,-0.00124
1195,-0.01022
1196,-0.00043
1197,0.00321
1198,-0.00956
1199,0.00404
1200,0.00071
1201,0.00279
1202,-0.00355
1203,-0.01259
1204,-0.00725
1205,0.00031
1206,-0.00587
1207,0.00796
1208,-0.01081
1209,0.00966
1210,0.00466
1211,0.00039
1212,0.00045
1213,0.00397
1214,0.00818
1215,0.00145
1216,0.00042
1217,-0.00186
1218,-0.00139
1219,0.00891
1220,0.00122
1221,0.00432
1222,0.00198
1223,-0.00349
1224,0.0086
1225,-0.00481
1226,-0.00567
1227,0.00295
1228,-0.00073
1229,0.00227
1230,0.00031
1231,0.00794
1232,0.00123
1233,-0.0009
1234,-0.00303
1235,-0.00262
1236,0.00732
1237,0.00179
1238,0.00671
1239,-0.00227
1240,0.00482
1241,0.00416
1242,0.00264
1243,0.00333
1244,-0.00061
1245,-0.00191
1246,0.00006
1247,0.0045
1248,0.00632
1249,0.00381
1250,-0.00257
1251,-0.00234
1252,-0.0012
1253,-0.0015
1254,-0.00107
1255,-0.00346
1256,0.00816
1257,0.01184
1258,-0.00099
1259,-0.00014
1260,-0.00206
1261,0.00155
1262,-0.00099
1263,-0.00098
1264,0.00181
1265,-0.00317
1266,-0.00174
1267,-0.00241
1268,-0.00022
1269,-0.00788
1270,-0.00428
1271,0.00348
1272,0.00099
1273,0.00384
1274,0.00633
1275,0.0039
1276,-0.00001
1277,-0.00249
1278,-0.00301
1279,0.00398
1280,0.00299
1281,0.00756
1282,0.00069
1283,-0.00397
1284,0.00082
1285,0.00084
1286,0.00848
1287,0.00099
1288,0.01004
1289,0.00665
1290,-0.00149
1291,-0.00145
1292,-0.00605
1293,0.00194
1294,0.00323
1295,-0.00536
1296,-0.02413
1297,-0.00292
1298,-0.00248
1299,0.00485
1300,0.00157
1301,-0.00012
1302,0.01337
1303,0.00351
1304,0.00276
1305,-0.00126
1306,0.01153
1307,0.00406
1308,-0.0035
1309,-0.00177
1310,0.01656
1311,0.00056
1312,0.0046
1313,-0.00443
1314,-0.00804
1315,0.00313
1316,-0.00047
1317,-0.00603
1318,0.00767
1319,-0.00414
1320,-0.00321
1321,-0.00025
1322,-0.00148
1323,0.00602
1324,-0.00457
1325,0.00527
1326,0.00315
1327,0.00072
1328,-0.00297
1329,-0.01836
1330,0.00116
1331,-0.00321
1332,0.0026
1333,-0.00173
1334,0.01276
1335,0.00374
1336,-0.00041
1337,-0.00091
1338,0.00119
1339,-0.00297
1340,-0.00546
1341,-0.00247
1342,-0.00799
1343,-0.00486
1344,-0.00812
1345,0.00826
1346,0.00047
1347,0.00242
1348,0.00375
1349,0.00484
1350,0.00374
1351,0.00239
1352,-0.0024
1353,-0.00171
1354,0.00184
1355,0.00355
1356,0.00066
1357,-0.01119
1358,-0.00034
1359,0.00091
1360,0.00026
1361,0.0137
1362,0.00603
1363,-0.00824
1364,0.00332
1365,0.00326
1366,0.0092
1367,-0.00183
1368,-0.00354
1369,0.00749
1370,0.00023
1371,-0.00231
1372,-0.00535
1373,-0.00588
1374,-0.00684
1375,0.00289
1376,-0.00087
1377,0.00294
1378,0.00082
1379,-0.00175
1380,0.00211
1381,0.00265
1382,-0.00875
1383,0.00477
1384,-0.00032
1385,-0.00436
1386,0.00698
1387,0.00266
1388,0.00946
1389,-0.00197
1390,0.00082
1391,-0.00186
1392,-0.00543
1393,-0.00816
1394,0.00248
1395,0.01029
1396,0.00003
1397,0.0015
1398,-0.00074
1399,0.00373
1400,-0.00132
1401,-0.00592
1402,-0.00049
1403,0.00148
1404,-0.00044
1405,-0.00542
1406,0.00425
1407,0.00536
1408,-0.00152
1409,-0.0016
1410,0.00603
1411,-0.00355
1412,0.00419
1413,-0.00051
1414,-0.00096
1415,-0.00154
1416,0.00133
1417,0.00555
1418,-0.00116
1419,0.00134
1420,-0.00302
1421,0.00179
1422,0.00404
1423,0.00275
1424,0.00574
1425,0.00139
1426,0.00002
1427,-0.00134
1428,0.0092
1429,0.00095
1430,0.00157
1431,-0.00134
1432,0.00277
1433,0.00388
1434,-0.00012
1435,-0.00289
1436,0.00051
1437,-0.00636
1438,-0.00553
1439,0.00276
1440,0.00822
1441,0.00068
1442,-0.00427
1443,0.00296
1444,-0.00277
1445,-0.00101
1446,-0.00664
1447,-0.00506
1448,0.00683
1449,0.00376
1450,0.00026
1451,0.00785
1452,-0.00009
1453,-0.00236
1454,-0.001
1455,0.00395
1456,0.00038
1457,0.00035
1458,-0.00076
1459,-0.00302
1460,0.00166
1461,0.00174
1462,0.00163
1463,0.00053
1464,0.00878
1465,0.00516
1466,-0.002
1467,-0.00551
1468,-0.00108
1469,-0.00153
1470,-0.00315
1471,0.00113
1472,-0.00042
1473,0.00125
1474,0.00579
1475,0.00158
1476,0.00235
1477,-0.00143
1478,-0.01134
1479,-0.01172
1480,0.00363
1481,0.00255
1482,0.00147
1483,0.00612
1484,-0.00151
1485,0.00523
1486,-0.00336
1487,0.00481
1488,-0.00387
1489,-0.00269
1490,-0.00265
1491,-0.00903
1492,0.00426
1493,0.004
1494,0.00236
1495,-0.0017
1496,-0.00137
1497,0.0018
1498,0.00227
1499,0.0034
1500,0.00375
1501,0.00108
1502,0.00005
1503,-0.0033
1504,-0.0004
1505,0.00259
1506,-0.00536
1507,-0.00267
1508,0.00229
1509,0.00658
1510,-0.00092
1511,-0.00176
1512,0.00378
1513,0.00128
1514,0.00631
1515,0.00191
1516,0.00045
1517,-0.00321
1518,-0.00241
1519,-0.00321
1520,0.0025
1521,0.00188
1522,-0.0013
1523,0.00523
1524,0.00953
1525,-0.00149
1526,0.00014
1527,-0.00203
1528,0.00467
1529,-0.0022
1530,0.00159
1531,0.0004
1532,0.00101
1533,-0.00104
1534,-0.00434
1535,-0.00226
1536,0.00424
1537,0.0081
1538,0.00398
1539,0.00625
1540,-0.00205
1541,0.00456
1542,-0.00207
1543,-0.02235
1544,0.00375
1545,0.00002
1546,0.0039
1547,-0.007
1548,0.00072
1549,0.00032
1550,0.00453
1551,0.00034
1552,-0.0045
1553,-0.0053
1554,0.00656
1555,-0.00132
1556,-0.01244
1557,0.00324
1558,0.00288
1559,-0.00535
1560,-0.00017
1561,-0.00274
1562,0.00413
1563,0.00553
1564,-0.0019
1565,0.00189
1566,-0.00599
1567,0.00486
1568,0.00251
1569,0.00037
1570,0.00531
1571,0.00253
1572,0.00053
1573,-0.00454
1574,0.00107
1575,0.00037
1576,-0.00886
1577,-0.00643
1578,-0.00275
1579,-0.01698
1580,-0.0154
1581,-0.00123
1582,-0.015
1583,0.02222
1584,0.00081
1585,0.00627
1586,-0.00761
1587,0.00404
1588,-0.00371
1589,-0.00382
1590,0.0005
1591,0.00021
1592,-0.00778
1593,-0.00128
1594,-0.00265
1595,0.01403
1596,-0.00106
1597,0.01024
1598,0.00025
1599,-0.00568
1600,0.00495
1601,0.00488
1602,0.00015
1603,-0.00198
1604,-0.00105
1605,-0.00827
1606,-0.01203
1607,0.00649
1608,-0.00987
1609,0.00386
1610,0.00125
1611,0.00006
1612,0.00992
1613,0.01051
1614,0.00584
1615,-0.00228
1616,-0.00298
1617,0.00271
1618,0.00288
1619,0.00305
1620,0.00084
1621,-0.00184
1622,0.00297
1623,0.00086
1624,0.00503
1625,-0.00038
1626,-0.00177
1627,-0.00255
1628,0.00057
1629,0.00183
1630,0.00142
1631,0.00539
1632,-0.00345
1633,0.00267
1634,-0.00635
1635,-0.00811
1636,-0.00837
1637,0.00324
1638,-0.007
1639,-0.01446
1640,0.00803
1641,-0.00259
1642,0.00389
1643,-0.00626
1644,0.00507
1645,0.00084
1646,0.00037
1647,0.0044
1648,0.00196
1649,-0.00276
1650,0.0005
1651,0.00192
1652,0.0109
1653,0.00167
1654,0.00177
1655,-0.00198
1656,-0.00446
1657,0.00131
1658,0.00028
1659,0.00197
1660,-0.00151
1661,-0.00202
1662,0.00297
1663,0.00847
1664,0.00559
1665,0.00172
1666,0.00067
1667,-0.00491
1668,-0.00322
1669,0.00216
1670,0.00041
1671,0.00489
1672,-0.00331
1673,0.00558
1674,-0.00032
1675,0.0066
1676,0.00033
1677,-0.00379
1678,0.0015
1679,-0.00212
1680,0.00498
1681,0.00779
1682,-0.00139
1683,0.01075
1684,0.00221
1685,0.00348
1686,-0.00062
1687,-0.00379
1688,-0.00341
1689,0.00027
1690,-0.0012
1691,0.00434
1692,-0.00909
1693,-0.00417
1694,0.00231
1695,0.00241
1696,0.01084
1697,-0.00544
1698,-0.00075
1699,-0.01417
1700,-0.00473
1701,-0.00095
1702,-0.00297
1703,0.00268
1704,0.00229
1705,0.00588
1706,-0.00392
1707,0.00123
1708,-0.00216
1709,-0.01368
1710,-0.00421
1711,-0.0019
1712,0.00556
1713,0.00727
1714,0.01274
1715,0.00001
1716,0.0041
1717,0.00221
1718,-0.0003
1719,-0.00206
1720,0.00417
1721,-0.00686
1722,-0.00382
1723,-0.00784
1724,0.00026
1725,0.00192
1726,0.0062
1727,0.01549
1728,-0.0023
1729,-0.00767
1730,-0.00289
1731,0.00282
1732,-0.00919
1733,0.00048
1734,0.00445
1735,-0.00108
1736,-0.00222
1737,-0.00409
1738,0.00626
1739,-0.00123
1740,0.00043
1741,-0.0044
1742,-0.00473
1743,-0.00686
1744,-0.017
1745,0.00003
1746,0.00606
1747,0.00343
1748,0.00153
1749,-0.00173
1750,-0.00938
1751,0.00768
1752,0.00085
1753,-0.00072
1754,-0.00442
1755,-0.01241
1756,0.00194
1757,0.00455
1758,0.00269
1759,0.01059
1760,0.00297
1761,0.00604
1762,-0.00177
1763,-0.00066
1764,0.00533
1765,-0.00086
1766,0.00213
1767,0.00437
1768,-0.00348
1769,0.00136
1770,-0.00181
1771,-0.00078
1772,0.00339
1773,-0.00016
1774,0.00125
1775,0.00057
1776,0.00133
